Loaded CSV of size 1000, sim_matrix (1000, 1000).
Running on 1 process(es) with 8 GPU(s) available
Process 0 has 1000 items to process.

Loading checkpoint shards:   0%|                                                        | 0/97 [00:00<?, ?it/s]
Loading checkpoint shards:   1%|▍                                               | 1/97 [00:01<03:01,  1.89s/it]
Loading checkpoint shards:   2%|▉                                               | 2/97 [00:03<03:00,  1.90s/it]
Loading checkpoint shards:   3%|█▍                                              | 3/97 [00:05<03:00,  1.92s/it]
Loading checkpoint shards:  49%|███████████████████████▎                       | 48/97 [01:33<01:34,  1.93s/it]
Loading checkpoint shards:  51%|███████████████████████▋                       | 49/97 [01:35<01:34,  1.96s/it]
Loading checkpoint shards:  52%|████████████████████████▏                      | 50/97 [01:37<01:30,  1.93s/it]
Loading checkpoint shards:  53%|████████████████████████▋                      | 51/97 [01:39<01:28,  1.92s/it]
Loading checkpoint shards:  54%|█████████████████████████▏                     | 52/97 [01:41<01:27,  1.95s/it]
Loading checkpoint shards:  55%|█████████████████████████▋                     | 53/97 [01:43<01:24,  1.93s/it]
Loading checkpoint shards:  56%|██████████████████████████▏                    | 54/97 [01:45<01:22,  1.92s/it]
Loading checkpoint shards:  57%|██████████████████████████▋                    | 55/97 [01:47<01:21,  1.95s/it]
Loading checkpoint shards:  58%|███████████████████████████▏                   | 56/97 [01:49<01:20,  1.95s/it]
Loading checkpoint shards:  59%|███████████████████████████▌                   | 57/97 [01:50<01:17,  1.93s/it]
Loading checkpoint shards:  60%|████████████████████████████                   | 58/97 [01:52<01:16,  1.95s/it]
Loading checkpoint shards:  61%|████████████████████████████▌                  | 59/97 [01:54<01:13,  1.94s/it]
Loading checkpoint shards:  62%|█████████████████████████████                  | 60/97 [01:56<01:11,  1.93s/it]
Loading checkpoint shards:  63%|█████████████████████████████▌                 | 61/97 [01:58<01:10,  1.95s/it]
Loading checkpoint shards:  64%|██████████████████████████████                 | 62/97 [02:00<01:07,  1.94s/it]
Loading checkpoint shards:  65%|██████████████████████████████▌                | 63/97 [02:02<01:06,  1.97s/it]
Loading checkpoint shards:  66%|███████████████████████████████                | 64/97 [02:04<01:05,  1.98s/it]
Loading checkpoint shards:  67%|███████████████████████████████▍               | 65/97 [02:06<01:03,  1.98s/it]
Loading checkpoint shards:  68%|███████████████████████████████▉               | 66/97 [02:08<01:00,  1.96s/it]
Loading checkpoint shards:  69%|████████████████████████████████▍              | 67/97 [02:10<00:59,  1.99s/it]
Loading checkpoint shards:  70%|████████████████████████████████▉              | 68/97 [02:12<00:57,  1.99s/it]
Loading checkpoint shards:  71%|█████████████████████████████████▍             | 69/97 [02:14<00:54,  1.96s/it]
Loading checkpoint shards:  72%|█████████████████████████████████▉             | 70/97 [02:16<00:52,  1.95s/it]
Loading checkpoint shards:  73%|██████████████████████████████████▍            | 71/97 [02:18<00:51,  1.97s/it]
Loading checkpoint shards:  74%|██████████████████████████████████▉            | 72/97 [02:20<00:49,  1.96s/it]
Loading checkpoint shards:  75%|███████████████████████████████████▎           | 73/97 [02:22<00:47,  1.97s/it]
Loading checkpoint shards:  76%|███████████████████████████████████▊           | 74/97 [02:24<00:44,  1.95s/it]
Loading checkpoint shards:  77%|████████████████████████████████████▎          | 75/97 [02:26<00:43,  1.96s/it]
Loading checkpoint shards:  78%|████████████████████████████████████▊          | 76/97 [02:28<00:41,  1.97s/it]
Loading checkpoint shards:  79%|█████████████████████████████████████▎         | 77/97 [02:30<00:38,  1.95s/it]
Loading checkpoint shards:  80%|█████████████████████████████████████▊         | 78/97 [02:32<00:37,  1.97s/it]
Loading checkpoint shards:  81%|██████████████████████████████████████▎        | 79/97 [02:34<00:35,  1.95s/it]
Loading checkpoint shards:  82%|██████████████████████████████████████▊        | 80/97 [02:36<00:33,  1.95s/it]
Loading checkpoint shards:  84%|███████████████████████████████████████▏       | 81/97 [02:38<00:31,  1.98s/it]
Loading checkpoint shards:  85%|███████████████████████████████████████▋       | 82/97 [02:40<00:29,  2.00s/it]
Loading checkpoint shards:  86%|████████████████████████████████████████▏      | 83/97 [02:42<00:28,  2.01s/it]
Loading checkpoint shards:  87%|████████████████████████████████████████▋      | 84/97 [02:44<00:25,  1.99s/it]
Loading checkpoint shards:  88%|█████████████████████████████████████████▏     | 85/97 [02:46<00:23,  1.98s/it]
Loading checkpoint shards:  89%|█████████████████████████████████████████▋     | 86/97 [02:48<00:21,  2.00s/it]
Loading checkpoint shards:  90%|██████████████████████████████████████████▏    | 87/97 [02:50<00:20,  2.01s/it]
Loading checkpoint shards:  91%|██████████████████████████████████████████▋    | 88/97 [02:52<00:18,  2.01s/it]
Loading checkpoint shards:  92%|███████████████████████████████████████████    | 89/97 [02:54<00:15,  1.99s/it]
Loading checkpoint shards:  93%|███████████████████████████████████████████▌   | 90/97 [02:56<00:13,  1.97s/it]
Loading checkpoint shards:  94%|████████████████████████████████████████████   | 91/97 [02:58<00:11,  1.98s/it]
Loading checkpoint shards:  95%|████████████████████████████████████████████▌  | 92/97 [03:00<00:09,  2.00s/it]
Loading checkpoint shards:  96%|█████████████████████████████████████████████  | 93/97 [03:02<00:08,  2.02s/it]
Loading checkpoint shards:  97%|█████████████████████████████████████████████▌ | 94/97 [03:04<00:06,  2.02s/it]
Loading checkpoint shards:  98%|██████████████████████████████████████████████ | 95/97 [03:06<00:04,  2.03s/it]
Loading checkpoint shards:  99%|██████████████████████████████████████████████▌| 96/97 [03:08<00:02,  2.10s/it]
Loading checkpoint shards: 100%|███████████████████████████████████████████████| 97/97 [03:09<00:00,  1.84s/it]
Loading checkpoint shards: 100%|███████████████████████████████████████████████| 97/97 [03:09<00:00,  1.96s/it]

Processing:   0%|                                                                     | 0/1000 [00:00<?, ?it/s]
Processing:   0%|                                                           | 1/1000 [00:29<8:07:53, 29.30s/it]
Processing:   0%|                                                           | 2/1000 [00:56<7:46:16, 28.03s/it]
Processing:   0%|▏                                                          | 3/1000 [01:23<7:39:47, 27.67s/it]
Processing:   0%|▏                                                          | 4/1000 [01:50<7:36:17, 27.49s/it]
Processing:   0%|▎                                                          | 5/1000 [02:18<7:34:42, 27.42s/it]
Processing:   1%|▎                                                          | 6/1000 [02:45<7:32:35, 27.32s/it]
Processing:   1%|▍                                                          | 7/1000 [03:12<7:31:57, 27.31s/it]
Processing:   1%|▍                                                          | 8/1000 [03:39<7:30:36, 27.25s/it]
Processing:   1%|▌                                                          | 9/1000 [04:06<7:29:58, 27.24s/it]
Processing:   1%|▌                                                         | 10/1000 [04:34<7:28:40, 27.19s/it]
Processing:   1%|▋                                                         | 11/1000 [05:01<7:29:02, 27.24s/it]
Processing:   1%|▋                                                         | 12/1000 [05:28<7:28:18, 27.23s/it]
Processing:   1%|▊                                                         | 13/1000 [05:55<7:27:12, 27.19s/it]
Processing:   1%|▊                                                         | 14/1000 [06:23<7:27:28, 27.23s/it]
Processing:   2%|▊                                                         | 15/1000 [06:50<7:26:46, 27.22s/it]
Processing:   2%|▉                                                         | 16/1000 [07:17<7:26:55, 27.25s/it]
Processing:   2%|▉                                                         | 17/1000 [07:45<7:28:02, 27.35s/it]
Processing:   2%|█                                                         | 18/1000 [08:12<7:25:40, 27.23s/it]
Processing:   2%|█                                                         | 19/1000 [08:39<7:25:33, 27.25s/it]
Processing:   2%|█▏                                                        | 20/1000 [09:06<7:23:46, 27.17s/it]
Processing:   2%|█▏                                                        | 21/1000 [09:33<7:22:54, 27.14s/it]
Processing:   2%|█▎                                                        | 22/1000 [10:00<7:23:12, 27.19s/it]
Processing:   2%|█▎                                                        | 23/1000 [10:28<7:23:57, 27.26s/it]
Processing:   2%|█▍                                                        | 24/1000 [10:55<7:22:53, 27.23s/it]
Processing:   2%|█▍                                                        | 25/1000 [11:22<7:22:06, 27.21s/it]
Processing:   3%|█▌                                                        | 26/1000 [11:50<7:23:27, 27.32s/it]
Processing:   3%|█▌                                                        | 27/1000 [12:17<7:22:42, 27.30s/it]
Processing:   3%|█▌                                                        | 28/1000 [12:44<7:23:20, 27.37s/it]
Processing:   3%|█▋                                                        | 29/1000 [13:11<7:20:48, 27.24s/it]
Processing:   3%|█▋                                                        | 30/1000 [13:38<7:19:41, 27.20s/it]
Processing:   3%|█▊                                                        | 31/1000 [14:06<7:19:59, 27.24s/it]
Processing:   3%|█▊                                                        | 32/1000 [14:33<7:18:56, 27.21s/it]
Processing:   3%|█▉                                                        | 33/1000 [15:00<7:17:53, 27.17s/it]
Processing:   3%|█▉                                                        | 34/1000 [15:27<7:17:33, 27.18s/it]
Processing:   4%|██                                                        | 35/1000 [15:54<7:17:13, 27.19s/it]
Processing:   4%|██                                                        | 36/1000 [16:22<7:17:55, 27.26s/it]
Processing:   4%|██▏                                                       | 37/1000 [16:49<7:18:18, 27.31s/it]
Processing:   4%|██▏                                                       | 38/1000 [17:17<7:18:16, 27.34s/it]
Processing:   4%|██▎                                                       | 39/1000 [17:44<7:18:16, 27.36s/it]
Processing:   4%|██▎                                                       | 40/1000 [18:12<7:19:17, 27.46s/it]
Processing:   4%|██▍                                                       | 41/1000 [18:39<7:19:27, 27.50s/it]
Processing:   4%|██▍                                                       | 42/1000 [19:06<7:17:08, 27.38s/it]
Processing:   4%|██▍                                                       | 43/1000 [19:34<7:16:59, 27.40s/it]
Processing:   4%|██▌                                                       | 44/1000 [20:01<7:15:51, 27.35s/it]
Processing:   4%|██▌                                                       | 45/1000 [20:28<7:15:05, 27.34s/it]
Processing:   5%|██▋                                                       | 46/1000 [20:56<7:15:24, 27.38s/it]
Processing:   5%|██▋                                                       | 47/1000 [21:23<7:13:55, 27.32s/it]
Processing:   5%|██▊                                                       | 48/1000 [21:50<7:13:00, 27.29s/it]
Processing:   5%|██▊                                                       | 49/1000 [22:17<7:12:19, 27.28s/it]
Processing:   5%|██▉                                                       | 50/1000 [22:45<7:12:29, 27.32s/it]
Processing:   5%|██▉                                                       | 51/1000 [23:12<7:10:14, 27.20s/it]
Processing:   5%|███                                                       | 52/1000 [23:39<7:09:50, 27.21s/it]
Processing:   5%|███                                                       | 53/1000 [24:06<7:09:35, 27.22s/it]
Processing:   5%|███▏                                                      | 54/1000 [24:34<7:11:35, 27.37s/it]
Processing:   6%|███▏                                                      | 55/1000 [25:02<7:12:28, 27.46s/it]
Processing:   6%|███▏                                                      | 56/1000 [25:29<7:10:13, 27.35s/it]
Processing:   6%|███▎                                                      | 57/1000 [25:56<7:09:55, 27.35s/it]
Processing:   6%|███▎                                                      | 58/1000 [26:23<7:08:42, 27.31s/it]
Processing:   6%|███▍                                                      | 59/1000 [26:51<7:08:28, 27.32s/it]
Processing:   6%|███▍                                                      | 60/1000 [27:18<7:07:10, 27.27s/it]
Processing:   6%|███▌                                                      | 61/1000 [27:45<7:05:08, 27.17s/it]
Processing:   6%|███▌                                                      | 62/1000 [28:12<7:04:47, 27.17s/it]
Processing:   6%|███▋                                                      | 63/1000 [28:39<7:04:49, 27.20s/it]
Processing:   6%|███▋                                                      | 64/1000 [29:06<7:04:00, 27.18s/it]
Processing:   6%|███▊                                                      | 65/1000 [29:33<7:02:13, 27.09s/it]
Processing:   7%|███▊                                                      | 66/1000 [30:01<7:04:09, 27.25s/it]
Processing:   7%|███▉                                                      | 67/1000 [30:28<7:02:56, 27.20s/it]
Processing:   7%|███▉                                                      | 68/1000 [30:55<7:04:15, 27.31s/it]
Processing:   7%|████                                                      | 69/1000 [31:23<7:03:50, 27.32s/it]
Processing:   7%|████                                                      | 70/1000 [31:50<7:02:44, 27.27s/it]
Processing:   7%|████                                                      | 71/1000 [32:17<7:01:02, 27.19s/it]
Processing:   7%|████▏                                                     | 72/1000 [32:44<7:00:37, 27.20s/it]
Processing:   7%|████▏                                                     | 73/1000 [33:11<7:00:10, 27.20s/it]
Processing:   7%|████▎                                                     | 74/1000 [33:39<6:59:48, 27.20s/it]
Processing:   8%|████▎                                                     | 75/1000 [34:06<6:59:44, 27.23s/it]
Processing:   8%|████▍                                                     | 76/1000 [34:33<6:59:50, 27.26s/it]
Processing:   8%|████▍                                                     | 77/1000 [35:01<7:00:36, 27.34s/it]
Processing:   8%|████▌                                                     | 78/1000 [35:28<6:58:58, 27.27s/it]
Processing:   8%|████▌                                                     | 79/1000 [35:55<6:58:18, 27.25s/it]
Processing:   8%|████▋                                                     | 80/1000 [36:22<6:58:03, 27.26s/it]
Processing:   8%|████▋                                                     | 81/1000 [36:50<6:57:24, 27.25s/it]
Processing:   8%|████▊                                                     | 82/1000 [37:17<6:56:24, 27.22s/it]
Processing:   8%|████▊                                                     | 83/1000 [37:44<6:56:37, 27.26s/it]
Processing:   8%|████▊                                                     | 84/1000 [38:11<6:55:23, 27.21s/it]
Processing:   8%|████▉                                                     | 85/1000 [38:38<6:54:25, 27.18s/it]
Processing:   9%|████▉                                                     | 86/1000 [39:05<6:54:08, 27.19s/it]
Processing:   9%|█████                                                     | 87/1000 [39:33<6:54:47, 27.26s/it]
Processing:   9%|█████                                                     | 88/1000 [40:00<6:52:38, 27.15s/it]
Processing:   9%|█████▏                                                    | 89/1000 [40:27<6:52:30, 27.17s/it]
Processing:   9%|█████▏                                                    | 90/1000 [40:54<6:52:03, 27.17s/it]
Processing:   9%|█████▎                                                    | 91/1000 [41:22<6:56:00, 27.46s/it]
Processing:   9%|█████▎                                                    | 92/1000 [41:50<6:55:03, 27.43s/it]
Processing:   9%|█████▍                                                    | 93/1000 [42:17<6:54:39, 27.43s/it]
Processing:   9%|█████▍                                                    | 94/1000 [42:44<6:51:47, 27.27s/it]
Processing:  10%|█████▌                                                    | 95/1000 [43:11<6:50:44, 27.23s/it]
Processing:  10%|█████▌                                                    | 96/1000 [43:39<6:53:06, 27.42s/it]
Processing:  10%|█████▋                                                    | 97/1000 [44:06<6:51:13, 27.32s/it]
Processing:  10%|█████▋                                                    | 98/1000 [44:33<6:49:10, 27.22s/it]
Processing:  10%|█████▋                                                    | 99/1000 [45:00<6:48:16, 27.19s/it]
Processing:  10%|█████▋                                                   | 100/1000 [45:27<6:47:44, 27.18s/it]
Processing:  10%|█████▊                                                   | 101/1000 [45:55<6:49:11, 27.31s/it]
Processing:  10%|█████▊                                                   | 102/1000 [46:22<6:49:24, 27.36s/it]
Processing:  10%|█████▊                                                   | 103/1000 [46:50<6:47:57, 27.29s/it]
Processing:  10%|█████▉                                                   | 104/1000 [47:17<6:47:54, 27.32s/it]
Processing:  10%|█████▉                                                   | 105/1000 [47:44<6:45:56, 27.21s/it]
Processing:  11%|██████                                                   | 106/1000 [48:11<6:45:24, 27.21s/it]
Processing:  11%|██████                                                   | 107/1000 [48:38<6:44:43, 27.19s/it]
Processing:  11%|██████▏                                                  | 108/1000 [49:05<6:44:22, 27.20s/it]
Processing:  11%|██████▏                                                  | 109/1000 [49:33<6:46:18, 27.36s/it]
Processing:  11%|██████▎                                                  | 110/1000 [50:01<6:47:01, 27.44s/it]
Processing:  11%|██████▎                                                  | 111/1000 [50:28<6:45:22, 27.36s/it]
Processing:  11%|██████▍                                                  | 112/1000 [50:55<6:44:06, 27.30s/it]
Processing:  11%|██████▍                                                  | 113/1000 [51:22<6:43:22, 27.29s/it]
Processing:  11%|██████▍                                                  | 114/1000 [51:50<6:43:34, 27.33s/it]
Processing:  12%|██████▌                                                  | 115/1000 [52:17<6:42:17, 27.27s/it]
Processing:  12%|██████▌                                                  | 116/1000 [52:44<6:42:16, 27.30s/it]
Processing:  12%|██████▋                                                  | 117/1000 [53:12<6:43:35, 27.42s/it]
Processing:  12%|██████▋                                                  | 118/1000 [53:40<6:43:37, 27.46s/it]
Processing:  12%|██████▊                                                  | 119/1000 [54:07<6:42:24, 27.41s/it]
Processing:  12%|██████▊                                                  | 120/1000 [54:34<6:41:47, 27.39s/it]
Processing:  12%|██████▉                                                  | 121/1000 [55:01<6:39:19, 27.26s/it]
Processing:  12%|██████▉                                                  | 122/1000 [55:28<6:38:31, 27.23s/it]
Processing:  12%|███████                                                  | 123/1000 [55:56<6:37:57, 27.23s/it]
Processing:  12%|███████                                                  | 124/1000 [56:24<6:40:37, 27.44s/it]
Processing:  12%|███████▏                                                 | 125/1000 [56:51<6:40:33, 27.47s/it]
Processing:  13%|███████▏                                                 | 126/1000 [57:19<6:40:00, 27.46s/it]
Processing:  13%|███████▏                                                 | 127/1000 [57:46<6:39:13, 27.44s/it]
Processing:  13%|███████▎                                                 | 128/1000 [58:14<6:40:40, 27.57s/it]
Processing:  13%|███████▎                                                 | 129/1000 [58:41<6:39:17, 27.51s/it]
Processing:  13%|███████▍                                                 | 130/1000 [59:08<6:38:01, 27.45s/it]
Processing:  13%|███████▍                                                 | 131/1000 [59:36<6:37:25, 27.44s/it]
Processing:  13%|███████▎                                               | 132/1000 [1:00:03<6:36:04, 27.38s/it]
Processing:  13%|███████▎                                               | 133/1000 [1:00:30<6:33:17, 27.22s/it]
Processing:  13%|███████▎                                               | 134/1000 [1:00:57<6:32:56, 27.22s/it]
Processing:  14%|███████▍                                               | 135/1000 [1:01:24<6:31:41, 27.17s/it]
Processing:  14%|███████▍                                               | 136/1000 [1:01:52<6:31:41, 27.20s/it]
Processing:  14%|███████▌                                               | 137/1000 [1:02:19<6:30:22, 27.14s/it]
Processing:  14%|███████▌                                               | 138/1000 [1:02:45<6:28:23, 27.03s/it]
Processing:  14%|███████▋                                               | 139/1000 [1:03:12<6:27:14, 26.99s/it]
Processing:  14%|███████▋                                               | 140/1000 [1:03:39<6:27:58, 27.07s/it]
Processing:  14%|███████▊                                               | 141/1000 [1:04:07<6:28:04, 27.11s/it]
Processing:  14%|███████▊                                               | 142/1000 [1:04:34<6:28:17, 27.15s/it]
Processing:  14%|███████▊                                               | 143/1000 [1:05:01<6:26:23, 27.05s/it]
Processing:  14%|███████▉                                               | 144/1000 [1:05:28<6:25:37, 27.03s/it]
Processing:  14%|███████▉                                               | 145/1000 [1:05:55<6:25:04, 27.02s/it]
Processing:  15%|████████                                               | 146/1000 [1:06:22<6:25:13, 27.06s/it]
Processing:  15%|████████                                               | 147/1000 [1:06:49<6:24:26, 27.04s/it]
Processing:  15%|████████▏                                              | 148/1000 [1:07:16<6:25:19, 27.14s/it]
Processing:  15%|████████▏                                              | 149/1000 [1:07:43<6:24:21, 27.10s/it]
Processing:  15%|████████▎                                              | 150/1000 [1:08:10<6:23:29, 27.07s/it]
Processing:  15%|████████▎                                              | 151/1000 [1:08:37<6:23:47, 27.12s/it]
Processing:  15%|████████▎                                              | 152/1000 [1:09:04<6:22:18, 27.05s/it]
Processing:  15%|████████▍                                              | 153/1000 [1:09:31<6:21:47, 27.05s/it]
Processing:  15%|████████▍                                              | 154/1000 [1:09:59<6:22:03, 27.10s/it]
Processing:  16%|████████▌                                              | 155/1000 [1:10:26<6:22:06, 27.13s/it]
Processing:  16%|████████▌                                              | 156/1000 [1:10:53<6:21:50, 27.14s/it]
Processing:  16%|████████▋                                              | 157/1000 [1:11:20<6:22:38, 27.23s/it]
Processing:  16%|████████▋                                              | 158/1000 [1:11:47<6:21:13, 27.17s/it]
Processing:  16%|████████▋                                              | 159/1000 [1:12:14<6:20:14, 27.13s/it]
Processing:  16%|████████▊                                              | 160/1000 [1:12:42<6:21:44, 27.27s/it]
Processing:  16%|████████▊                                              | 161/1000 [1:13:09<6:20:16, 27.19s/it]
Processing:  16%|████████▉                                              | 162/1000 [1:13:36<6:20:34, 27.25s/it]
Processing:  16%|████████▉                                              | 163/1000 [1:14:03<6:18:32, 27.14s/it]
Processing:  16%|█████████                                              | 164/1000 [1:14:30<6:17:14, 27.07s/it]
Processing:  16%|█████████                                              | 165/1000 [1:14:58<6:18:36, 27.20s/it]
Processing:  17%|█████████▏                                             | 166/1000 [1:15:25<6:18:47, 27.25s/it]
Processing:  17%|█████████▏                                             | 167/1000 [1:15:52<6:17:37, 27.20s/it]
Processing:  17%|█████████▏                                             | 168/1000 [1:16:19<6:16:08, 27.13s/it]
Processing:  17%|█████████▎                                             | 169/1000 [1:16:47<6:18:24, 27.32s/it]
Processing:  17%|█████████▎                                             | 170/1000 [1:17:14<6:18:20, 27.35s/it]
Processing:  17%|█████████▍                                             | 171/1000 [1:17:42<6:19:08, 27.44s/it]
Processing:  17%|█████████▍                                             | 172/1000 [1:18:09<6:18:15, 27.41s/it]
Processing:  17%|█████████▌                                             | 173/1000 [1:18:36<6:16:13, 27.30s/it]
Processing:  17%|█████████▌                                             | 174/1000 [1:19:03<6:14:58, 27.24s/it]
Processing:  18%|█████████▋                                             | 175/1000 [1:19:31<6:13:56, 27.20s/it]
Processing:  18%|█████████▋                                             | 176/1000 [1:19:58<6:15:25, 27.34s/it]
Processing:  18%|█████████▋                                             | 177/1000 [1:20:26<6:15:21, 27.36s/it]
Processing:  18%|█████████▊                                             | 178/1000 [1:20:53<6:14:12, 27.31s/it]
Processing:  18%|█████████▊                                             | 179/1000 [1:21:20<6:14:59, 27.40s/it]
Processing:  18%|█████████▉                                             | 180/1000 [1:21:48<6:14:44, 27.42s/it]
Processing:  18%|█████████▉                                             | 181/1000 [1:22:15<6:14:38, 27.45s/it]
Processing:  18%|██████████                                             | 182/1000 [1:22:42<6:12:30, 27.32s/it]
Processing:  18%|██████████                                             | 183/1000 [1:23:10<6:11:36, 27.29s/it]
Processing:  18%|██████████                                             | 184/1000 [1:23:37<6:10:42, 27.26s/it]
Processing:  18%|██████████▏                                            | 185/1000 [1:24:05<6:11:52, 27.38s/it]
Processing:  19%|██████████▏                                            | 186/1000 [1:24:32<6:11:31, 27.38s/it]
Processing:  19%|██████████▎                                            | 187/1000 [1:24:59<6:08:36, 27.20s/it]
Processing:  19%|██████████▎                                            | 188/1000 [1:25:26<6:08:31, 27.23s/it]
Processing:  19%|██████████▍                                            | 189/1000 [1:25:53<6:05:52, 27.07s/it]
Processing:  19%|██████████▍                                            | 190/1000 [1:26:20<6:05:47, 27.10s/it]
Processing:  19%|██████████▌                                            | 191/1000 [1:26:47<6:05:19, 27.09s/it]
Processing:  19%|██████████▌                                            | 192/1000 [1:27:14<6:05:28, 27.14s/it]
Processing:  19%|██████████▌                                            | 193/1000 [1:27:41<6:05:18, 27.16s/it]
Processing:  19%|██████████▋                                            | 194/1000 [1:28:09<6:04:32, 27.14s/it]
Processing:  20%|██████████▋                                            | 195/1000 [1:28:36<6:05:09, 27.22s/it]
Processing:  20%|██████████▊                                            | 196/1000 [1:29:04<6:07:18, 27.41s/it]
Processing:  20%|██████████▊                                            | 197/1000 [1:29:31<6:06:46, 27.41s/it]
Processing:  20%|██████████▉                                            | 198/1000 [1:29:58<6:05:14, 27.32s/it]
Processing:  20%|██████████▉                                            | 199/1000 [1:30:25<6:03:02, 27.19s/it]
Processing:  20%|███████████                                            | 200/1000 [1:30:52<6:00:26, 27.03s/it]
Processing:  20%|███████████                                            | 201/1000 [1:31:19<5:59:33, 27.00s/it]
Processing:  20%|███████████                                            | 202/1000 [1:31:46<5:58:22, 26.95s/it]
Processing:  20%|███████████▏                                           | 203/1000 [1:32:13<5:57:56, 26.95s/it]
Processing:  20%|███████████▏                                           | 204/1000 [1:32:40<5:59:18, 27.08s/it]
Processing:  20%|███████████▎                                           | 205/1000 [1:33:07<5:59:32, 27.14s/it]
Processing:  21%|███████████▎                                           | 206/1000 [1:33:34<5:58:40, 27.10s/it]
Processing:  21%|███████████▍                                           | 207/1000 [1:34:02<5:59:23, 27.19s/it]
